INFO:root:31, 1.058136, 2.234000, 75.200712, 58.430044, 0.584389, 0.315523
INFO:root:32, 1.027417, 2.239099, 75.914269, 58.751727, 0.595908, 0.319501
INFO:root:33, 0.998476, 2.245248, 76.587974, 59.068856, 0.606778, 0.323330
INFO:root:34, 0.970703, 2.252727, 77.230134, 59.364378, 0.617289, 0.326896
INFO:root:35, 0.944299, 2.260437, 77.841925, 59.650845, 0.627340, 0.330250
INFO:root:36, 0.919295, 2.268444, 78.421469, 59.905854, 0.636880, 0.333348
INFO:root:37, 0.895576, 2.277669, 78.972556, 60.151750, 0.645976, 0.336280
INFO:root:38, 0.873034, 2.286544, 79.495949, 60.393176, 0.654627, 0.339227
INFO:root:39, 0.851585, 2.295913, 79.995066, 60.622652, 0.662881, 0.342016
INFO:root:40, 0.831100, 2.305038, 80.470252, 60.838910, 0.670758, 0.344672
INFO:root:41, 0.811585, 2.314811, 80.922702, 61.042908, 0.678254, 0.347162
INFO:root:42, 0.793026, 2.323600, 81.355051, 61.235521, 0.685421, 0.349530
INFO:root:0, 5.977592, 5.015810, 0.049446, 0.118671, 0.002670, 0.004462
INFO:root:0, 2.859988, 2.821289, 8.286598, 14.411492, 0.000000, 0.000000
INFO:root:1, 2.597381, 3.388434, 15.399834, 19.599282, 0.000000, 0.000000
INFO:root:2, 2.458662, 3.387844, 20.084608, 21.075042, 0.000000, 0.000000
